"id","id_empresa","id_empresaMae","ON_num","ON","partRelBattiston","partRelShapley","partRelBanzhaf","somaRel","PN_num","PN","acordo","controlador","fonte"
"421735","1","-1","0","0","0","0","0","0","0","0",,,"15334"
"421736","2","-1","0","0","0","0","0","0","0","0",,,"22624"
"421737","3","-1","0","0","0","0","0","0","0","0",,,"22756"
"421738","4","-1","0","0","0","0","0","0","0","0",,,"AELP"
"421739","5","-1","0","0","0","0","0","0","0","0",,,"ALLL"
"421740","6","-1","0","0","0","0","0","0","0","0",,,"ALUP"
"421741","7","-1","0","0","0","0","0","0","0","0",,,"AMPI"
"421742","8","-1","0","0","0","0","0","0","0","0",,,"ANDG"
"421743","9","-1","0","0","0","0","0","0","0","0",,,"BAZA"
"421744","10","-1","0","0","0","0","0","0","0","0",,,"BBAS"
"421745","11","-1","0","0","0","0","0","0","0","0",,,"BBDC"
"421746","12","-1","0","0","0","0","0","0","0","0",,,"BEES"
"421747","13","-1","0","0","0","0","0","0","0","0",,,"BFRE"
"421748","14","-1","0","0","0","0","0","0","0","0",,,"BICB"
"421749","15","-1","0","0","0","0","0","0","0","0",,,"BISA"
"421750","16","-1","0","0","0","0","0","0","0","0",,,"BLRO"
"421751","17","-1","0","0","0","0","0","0","0","0",,,"BMEB"
"421752","18","-1","0","0","0","0","0","0","0","0",,,"BMTO"
"421753","19","-1","0","0","0","0","0","0","0","0",,,"BNBR"
"421754","20","-1","0","0","0","0","0","0","0","0",,,"BNDP"
"421755","21","-1","0","0","0","0","0","0","0","0",,,"BNPA"
"421756","22","-1","0","0","0","0","0","0","0","0",,,"BPAC"
"421757","23","-1","0","0","0","0","0","0","0","0",,,"BPNM"
"421758","24","-1","0","0","0","0","0","0","0","0",,,"BRAP"
"421759","25","-1","0","0","0","0","0","0","0","0",,,"BRGE"
"421760","26","-1","0","0","0","0","0","0","0","0",,,"BRPR"
"421761","27","-1","0","0","0","0","0","0","0","0",,,"BRSR"
"421762","28","-1","0","0","0","0","0","0","0","0",,,"BRZI"
"421763","29","-1","0","0","0","0","0","0","0","0",,,"BSLI"
"421764","30","-1","0","0","0","0","0","0","0","0",,,"CANT"
"421765","31","-1","0","0","0","0","0","0","0","0",,,"CCCI"
"421766","32","-1","0","0","0","0","0","0","0","0",,,"CCRO"
"421767","33","-1","0","0","0","0","0","0","0","0",,,"CEBR"
"421768","34","-1","0","0","0","0","0","0","0","0",,,"CLSC"
"421769","35","-1","0","0","0","0","0","0","0","0",,,"CMGT"
"421770","36","-1","0","0","0","0","0","0","0","0",,,"CMIG"
"421771","37","-1","0","0","0","0","0","0","0","0",,,"CNFB"
"421772","38","-1","0","0","0","0","0","0","0","0",,,"CPFE"
"421773","39","-1","0","0","0","0","0","0","0","0",,,"CPFG"
"421774","40","-1","0","0","0","0","0","0","0","0",,,"CPLE"
"421775","41","-1","0","0","0","0","0","0","0","0",,,"CPTP"
"421776","42","-1","0","0","0","0","0","0","0","0",,,"CSNA"
"421777","43","-1","0","0","0","0","0","0","0","0",,,"CTNM"
"421778","44","-1","0","0","0","0","0","0","0","0",,,"CTXP"
"421779","45","-1","0","0","0","0","0","0","0","0",,,"CYRE"
"421780","46","-1","0","0","0","0","0","0","0","0",,,"CZLT"
"421781","47","-1","0","0","0","0","0","0","0","0",,,"DBEN"
"421782","48","-1","0","0","0","0","0","0","0","0",,,"DOCA"
"421783","49","-1","0","0","0","0","0","0","0","0",,,"EBTP"
"421784","50","-1","0","0","0","0","0","0","0","0",,,"ECOR"
"421785","51","-1","0","0","0","0","0","0","0","0",,,"ECPR"
"421786","52","-1","0","0","0","0","0","0","0","0",,,"EEEL"
"421787","53","-1","0","0","0","0","0","0","0","0",,,"ELET"
"421788","54","-1","0","0","0","0","0","0","0","0",,,"ENBR"
"421789","55","-1","0","0","0","0","0","0","0","0",,,"ENGI"
"421790","56","-1","0","0","0","0","0","0","0","0",,,"ENGP"
"421791","57","-1","0","0","0","0","0","0","0","0",,,"EQTL"
"421792","58","-1","0","0","0","0","0","0","0","0",,,"ERDV"
"421793","59","-1","0","0","0","0","0","0","0","0",,,"ETRO"
"421794","60","-1","0","0","0","0","0","0","0","0",,,"FPRT"
"421795","61","-1","0","0","0","0","0","0","0","0",,,"FTRT"
"421796","62","-1","0","0","0","0","0","0","0","0",,,"GGBR"
"421797","63","-1","0","0","0","0","0","0","0","0",,,"GNAN"
"421798","64","-1","0","0","0","0","0","0","0","0",,,"GOAU"
"421799","65","-1","0","0","0","0","0","0","0","0",,,"GPIV"
"421800","66","-1","0","0","0","0","0","0","0","0",,,"HBTS"
"421801","67","-1","0","0","0","0","0","0","0","0",,,"HETA"
"421802","68","-1","0","0","0","0","0","0","0","0",,,"IDVL"
"421803","69","-1","0","0","0","0","0","0","0","0",,,"INEP"
"421804","70","-1","0","0","0","0","0","0","0","0",,,"ITSA"
"421805","71","-1","0","0","0","0","0","0","0","0",,,"ITSP"
"421806","72","-1","0","0","0","0","0","0","0","0",,,"ITUB"
"421807","73","-1","0","0","0","0","0","0","0","0",,,"IVPR"
"421808","74","-1","0","0","0","0","0","0","0","0",,,"JBSS"
"421809","75","-1","0","0","0","0","0","0","0","0",,,"LAME"
"421810","76","-1","0","0","0","0","0","0","0","0",,,"LFFE"
"421811","77","-1","0","0","0","0","0","0","0","0",,,"LIGT"
"421812","78","-1","0","0","0","0","0","0","0","0",,,"LTEL"
"421813","79","-1","0","0","0","0","0","0","0","0",,,"MILK"
"421814","80","-1","0","0","0","0","0","0","0","0",,,"MLFT"
"421815","81","-1","0","0","0","0","0","0","0","0",,,"MMXM"
"421816","82","-1","0","0","0","0","0","0","0","0",,,"MOAR"
"421817","83","-1","0","0","0","0","0","0","0","0",,,"MRFG"
"421818","84","-1","0","0","0","0","0","0","0","0",,,"NCNE"
"421819","85","-1","0","0","0","0","0","0","0","0",,,"NEMO"
"421820","86","-1","0","0","0","0","0","0","0","0",,,"OHLB"
"421821","87","-1","0","0","0","0","0","0","0","0",,,"OIBR"
"421822","88","-1","0","0","0","0","0","0","0","0",,,"OPDL"
"421823","89","-1","0","0","0","0","0","0","0","0",,,"OPRE"
"421824","90","-1","0","0","0","0","0","0","0","0",,,"OPTS"
"421825","91","-1","0","0","0","0","0","0","0","0",,,"PBEL"
"421826","92","-1","0","0","0","0","0","0","0","0",,,"PCAR"
"421827","93","-1","0","0","0","0","0","0","0","0",,,"PCPA"
"421828","94","-1","0","0","0","0","0","0","0","0",,,"PDGR"
"421829","95","-1","0","0","0","0","0","0","0","0",,,"PETR"
"421830","96","-1","0","0","0","0","0","0","0","0",,,"PITI"
"421831","97","-1","0","0","0","0","0","0","0","0",,,"PRVT"
"421832","98","-1","0","0","0","0","0","0","0","0",,,"RADL"
"421833","99","-1","0","0","0","0","0","0","0","0",,,"RAPT"
"421834","100","-1","0","0","0","0","0","0","0","0",,,"RDTR"
"421835","101","-1","0","0","0","0","0","0","0","0",,,"REDE"
"421836","102","-1","0","0","0","0","0","0","0","0",,,"RPAD"
"421837","103","-1","0","0","0","0","0","0","0","0",,,"SANB"
"421838","104","-1","0","0","0","0","0","0","0","0",,,"SLCT"
"421839","105","-1","0","0","0","0","0","0","0","0",,,"STBP"
"421840","106","-1","0","0","0","0","0","0","0","0",,,"TAMM"
"421841","107","-1","0","0","0","0","0","0","0","0",,,"TBLE"
"421842","108","-1","0","0","0","0","0","0","0","0",,,"TEFC"
"421843","109","-1","0","0","0","0","0","0","0","0",,,"TIMP"
"421844","110","-1","0","0","0","0","0","0","0","0",,,"TLMP"
"421845","111","-1","0","0","0","0","0","0","0","0",,,"TLVT"
"421846","112","-1","0","0","0","0","0","0","0","0",,,"TMAR"
"421847","113","-1","0","0","0","0","0","0","0","0",,,"TNLP"
"421848","114","-1","0","0","0","0","0","0","0","0",,,"TPIS"
"421849","115","-1","0","0","0","0","0","0","0","0",,,"TRPN"
"421850","116","-1","0","0","0","0","0","0","0","0",,,"UCOP"
"421851","117","-1","0","0","0","0","0","0","0","0",,,"USIM"
"421852","118","-1","0","0","0","0","0","0","0","0",,,"VALE"
"421853","119","-1","0","0","0","0","0","0","0","0",,,"VIVT"
"421854","120","-1","0","0","0","0","0","0","0","0",,,"VLTR"
"421855","121","-1","0","0","0","0","0","0","0","0",,,"VSID"
"421856","122","-1","0","0","0","0","0","0","0","0",,,"VTRF"
"421857","123","-1","0","0","0","0","0","0","0","0",,,"WMBY"
"421858","124","-1","0","0","0","0","0","0","0","0",,,"POMO"
"421859","125","-1","0","0","0","0","0","0","0","0",,,"FRRN"
"421860","126","-1","0","0","0","0","0","0","0","0",,,"UNIT"
"421861","127","-1","0","0","0","0","0","0","0","0",,,"UNIP"
"421862","128","-1","0","0","0","0","0","0","0","0",,,"MGIP"
"421863","129","-1","0","0","0","0","0","0","0","0",,,"MAGG"
"421864","130","-1","0","0","0","0","0","0","0","0",,,"IMBI"
"421865","131","-1","0","0","0","0","0","0","0","0",,,"CTLG"
"421866","132","-1","0","0","0","0","0","0","0","0",,,"DOMO"
"421867","133","-1","0","0","0","0","0","0","0","0",,,"LREN"
"421868","134","-1","0","0","0","0","0","0","0","0",,,"FNEP"
"421869","135","-1","0","0","0","0","0","0","0","0",,,"KEPL"
"421870","136","-1","0","0","0","0","0","0","0","0",,,"CCXC"
"421871","137","-1","0","0","0","0","0","0","0","0",,,"SAPR"
"421872","138","-1","0","0","0","0","0","0","0","0",,,"CTUP"
"421873","139","-1","0","0","0","0","0","0","0","0",,,"MTIG"
"421874","140","-1","0","0","0","0","0","0","0","0",,,"CSDN"
"421875","141","-1","0","0","0","0","0","0","0","0",,,"JFEN"
"421876","142","-1","0","0","0","0","0","0","0","0",,,"GRUC"
"421877","143","-1","0","0","0","0","0","0","0","0",,,"PGMN"
"421878","144","-1","0","0","0","0","0","0","0","0",,,"BTTL"
"421879","145","-1","0","0","0","0","0","0","0","0",,,"22063"
"421880","146","-1","0","0","0","0","0","0","0","0",,,"LUPA"
"421881","147","-1","0","0","0","0","0","0","0","0",,,"JMCD"
"421882","148","-1","0","0","0","0","0","0","0","0",,,"CSAB"
"421883","149","-1","0","0","0","0","0","0","0","0",,,"RDVT"
"421884","150","-1","0","0","0","0","0","0","0","0",,,"LPSB"
"421885","151","-1","0","0","0","0","0","0","0","0",,,"PNOR"
"421886","152","-1","0","0","0","0","0","0","0","0",,,"RNAR"
"421887","153","-1","0","0","0","0","0","0","0","0",,,"PTPA"
"421888","154","-1","0","0","0","0","0","0","0","0",,,"PTRL"
"421889","155","-1","0","0","0","0","0","0","0","0",,,"GPCP"
"421890","156","-1","0","0","0","0","0","0","0","0",,,"TGLT"
"421891","157","-1","0","0","0","0","0","0","0","0",,,"IENG"
"421892","158","-1","0","0","0","0","0","0","0","0",,,"RDNI"
"421893","159","-1","0","0","0","0","0","0","0","0",,,"VIAB"
"421894","160","-1","0","0","0","0","0","0","0","0",,,"CEED"
"421895","161","-1","0","0","0","0","0","0","0","0",,,"ESTR"
"421896","162","-1","0","0","0","0","0","0","0","0",,,"ECOV"
"421897","163","-1","0","0","0","0","0","0","0","0",,,"LOGN"
"421898","164","-1","0","0","0","0","0","0","0","0",,,"AFLU"
"421899","165","-1","0","0","0","0","0","0","0","0",,,"LHER"
"421900","166","-1","0","0","0","0","0","0","0","0",,,"VIVR"
"421901","167","-1","0","0","0","0","0","0","0","0",,,"SDVA"
"421902","168","-1","0","0","0","0","0","0","0","0",,,"9717"
"421903","169","-1","0","0","0","0","0","0","0","0",,,"22870"
"421904","170","-1","0","0","0","0","0","0","0","0",,,"NETC"
"421905","171","-1","0","0","0","0","0","0","0","0",,,"VSON"
"421906","172","-1","0","0","0","0","0","0","0","0",,,"OPSE"
"421907","173","-1","0","0","0","0","0","0","0","0",,,"TEKA"
"421908","174","-1","0","0","0","0","0","0","0","0",,,"22209"
"421909","175","-1","0","0","0","0","0","0","0","0",,,"BVLS"
"421910","176","-1","0","0","0","0","0","0","0","0",,,"LIXC"
"421911","177","-1","0","0","0","0","0","0","0","0",,,"22098"
"421912","178","-1","0","0","0","0","0","0","0","0",,,"EALT"
"421913","179","-1","0","0","0","0","0","0","0","0",,,"22276"
"421914","180","-1","0","0","0","0","0","0","0","0",,,"TPPF"
"421915","181","-1","0","0","0","0","0","0","0","0",,,"MGPR"
"421916","182","-1","0","0","0","0","0","0","0","0",,,"AFLT"
"421917","183","-1","0","0","0","0","0","0","0","0",,,"6955"
"421918","184","-1","0","0","0","0","0","0","0","0",,,"INFM"
"421919","185","-1","0","0","0","0","0","0","0","0",,,"TFAS"
"421920","186","-1","0","0","0","0","0","0","0","0",,,"PDGS"
"421921","187","-1","0","0","0","0","0","0","0","0",,,"MPXE"
"421922","188","-1","0","0","0","0","0","0","0","0",,,"HPIA"
"421923","189","-1","0","0","0","0","0","0","0","0",,,"PSSA"
"421924","190","-1","0","0","0","0","0","0","0","0",,,"MPLU"
"421925","191","-1","0","0","0","0","0","0","0","0",,,"DASA"
"421926","192","-1","0","0","0","0","0","0","0","0",,,"SUZB"
"421927","193","-1","0","0","0","0","0","0","0","0",,,"CRCS"
"421928","194","-1","0","0","0","0","0","0","0","0",,,"HYPE"
"421929","195","-1","0","0","0","0","0","0","0","0",,,"BPHA"
"421930","196","-1","0","0","0","0","0","0","0","0",,,"22233"
"421931","197","-1","0","0","0","0","0","0","0","0",,,"22110"
"421932","198","-1","0","0","0","0","0","0","0","0",,,"IGUA"
"421933","199","-1","0","0","0","0","0","0","0","0",,,"MRVE"
"421934","200","-1","0","0","0","0","0","0","0","0",,,"CRML"
"421935","201","-1","0","0","0","0","0","0","0","0",,,"TRXS"
"421936","202","-1","0","0","0","0","0","0","0","0",,,"CBMA"
"421937","203","-1","0","0","0","0","0","0","0","0",,,"WTCJ"
"421938","204","-1","0","0","0","0","0","0","0","0",,,"MNDL"
"421939","205","-1","0","0","0","0","0","0","0","0",,,"RDNT"
"421940","206","-1","0","0","0","0","0","0","0","0",,,"IVSC"
"421941","207","-1","0","0","0","0","0","0","0","0",,,"MBMG"
"421942","208","-1","0","0","0","0","0","0","0","0",,,"CPSC"
"421943","209","-1","0","0","0","0","0","0","0","0",,,"TRPL"
"421944","210","-1","0","0","0","0","0","0","0","0",,,"22225"
"421945","211","-1","0","0","0","0","0","0","0","0",,,"TAEE"
"421946","212","-1","0","0","0","0","0","0","0","0",,,"BRFS"
"421947","213","-1","0","0","0","0","0","0","0","0",,,"22888"
"421948","214","-1","0","0","0","0","0","0","0","0",,,"IRCM"
"421949","215","-1","0","0","0","0","0","0","0","0",,,"ALLB"
"421950","216","-1","0","0","0","0","0","0","0","0",,,"SCLO"
"421951","217","-1","0","0","0","0","0","0","0","0",,,"NPEL"
"421952","218","-1","0","0","0","0","0","0","0","0",,,"GFSA"
"421953","219","-1","0","0","0","0","0","0","0","0",,,"SGAS"
"421954","220","-1","0","0","0","0","0","0","0","0",,,"SAEL"
"421955","221","-1","0","0","0","0","0","0","0","0",,,"MONP"
"421956","222","-1","0","0","0","0","0","0","0","0",,,"PSEG"
"421957","223","-1","0","0","0","0","0","0","0","0",,,"GTDP"
"421958","224","-1","0","0","0","0","0","0","0","0",,,"JOPA"
"421959","225","-1","0","0","0","0","0","0","0","0",,,"HRTP"
"421960","226","-1","0","0","0","0","0","0","0","0",,,"RSIP"
"421961","227","-1","0","0","0","0","0","0","0","0",,,"CGAS"
"421962","228","-1","0","0","0","0","0","0","0","0",,,"CMGD"
"421963","229","-1","0","0","0","0","0","0","0","0",,,"CAFE"
"421964","230","-1","0","0","0","0","0","0","0","0",,,"QUAL"
"421965","231","-1","0","0","0","0","0","0","0","0",,,"ELDC"
"421966","232","-1","0","0","0","0","0","0","0","0",,,"HAGA"
"421967","233","-1","0","0","0","0","0","0","0","0",,,"LIPR"
"421968","234","-1","0","0","0","0","0","0","0","0",,,"GAFL"
"421969","235","-1","0","0","0","0","0","0","0","0",,,"DHBI"
"421970","236","-1","0","0","0","0","0","0","0","0",,,"CRDE"
"421971","237","-1","0","0","0","0","0","0","0","0",,,"MTNS"
"421972","238","-1","0","0","0","0","0","0","0","0",,,"22969"
"421973","239","-1","0","0","0","0","0","0","0","0",,,"FESA"
"421974","240","-1","0","0","0","0","0","0","0","0",,,"BUDD"
"421975","241","-1","0","0","0","0","0","0","0","0",,,"BVMF"
"421976","242","-1","0","0","0","0","0","0","0","0",,,"PRTX"
"421977","243","-1","0","0","0","0","0","0","0","0",,,"PREB"
"421978","244","-1","0","0","0","0","0","0","0","0",,,"GRND"
"421979","245","-1","0","0","0","0","0","0","0","0",,,"TIBR"
"421980","246","-1","0","0","0","0","0","0","0","0",,,"SFLS"
"421981","247","-1","0","0","0","0","0","0","0","0",,,"SVFI"
"421982","248","-1","0","0","0","0","0","0","0","0",,,"CELP"
"421983","249","-1","0","0","0","0","0","0","0","0",,,"SPRI"
"421984","250","-1","0","0","0","0","0","0","0","0",,,"SNBP"
"421985","251","-1","0","0","0","0","0","0","0","0",,,"OGXP"
"421986","252","-1","0","0","0","0","0","0","0","0",,,"ITAE"
"421987","253","-1","0","0","0","0","0","0","0","0",,,"RDEL"
"421988","254","-1","0","0","0","0","0","0","0","0",,,"BDLL"
"421989","255","-1","0","0","0","0","0","0","0","0",,,"IDNT"
"421990","256","-1","0","0","0","0","0","0","0","0",,,"MMAQ"
"421991","257","-1","0","0","0","0","0","0","0","0",,,"IVIA"
"421992","258","-1","0","0","0","0","0","0","0","0",,,"NOAH"
"421993","259","-1","0","0","0","0","0","0","0","0",,,"BAHI"
"421994","260","-1","0","0","0","0","0","0","0","0",,,"CPCM"
"421995","261","-1","0","0","0","0","0","0","0","0",,,"BIND"
"421996","262","-1","0","0","0","0","0","0","0","0",,,"MSPA"
"421997","263","-1","0","0","0","0","0","0","0","0",,,"RPTA"
"421998","264","-1","0","0","0","0","0","0","0","0",,,"DAGB"
"421999","265","-1","0","0","0","0","0","0","0","0",,,"RSID"
"422000","266","-1","0","0","0","0","0","0","0","0",,,"ABCB"
"422001","267","-1","0","0","0","0","0","0","0","0",,,"VIVO"
"422002","268","-1","0","0","0","0","0","0","0","0",,,"TGMA"
"422003","269","-1","0","0","0","0","0","0","0","0",,,"MCBR"
"422004","270","-1","0","0","0","0","0","0","0","0",,,"PANA"
"422005","271","-1","0","0","0","0","0","0","0","0",,,"BGPR"
"422006","272","-1","0","0","0","0","0","0","0","0",,,"VRLM"
"422007","273","-1","0","0","0","0","0","0","0","0",,,"SSBR"
"422008","274","-1","0","0","0","0","0","0","0","0",,,"BRIV"
"422009","275","-1","0","0","0","0","0","0","0","0",,,"CACO"
"422010","276","-1","0","0","0","0","0","0","0","0",,,"21660"
"422011","277","-1","0","0","0","0","0","0","0","0",,,"INBD"
"422012","278","-1","0","0","0","0","0","0","0","0",,,"MNPR"
"422013","279","-1","0","0","0","0","0","0","0","0",,,"EVEN"
"422014","280","-1","0","0","0","0","0","0","0","0",,,"21423"
"422015","281","-1","0","0","0","0","0","0","0","0",,,"RNEW"
"422016","282","-1","0","0","0","0","0","0","0","0",,,"CSRN"
"422017","283","-1","0","0","0","0","0","0","0","0",,,"CAMR"
"422018","284","-1","0","0","0","0","0","0","0","0",,,"QGNP"
"422019","285","-1","0","0","0","0","0","0","0","0",,,"SHOW"
"422020","286","-1","0","0","0","0","0","0","0","0",,,"BBTG"
"422021","287","-1","0","0","0","0","0","0","0","0",,,"MYPK"
"422022","288","-1","0","0","0","0","0","0","0","0",,,"PMAM"
"422023","289","-1","0","0","0","0","0","0","0","0",,,"INET"
"422024","290","-1","0","0","0","0","0","0","0","0",,,"CIQU"
"422025","291","-1","0","0","0","0","0","0","0","0",,,"FOCS"
"422026","292","-1","0","0","0","0","0","0","0","0",,,"PPAR"
"422027","293","-1","0","0","0","0","0","0","0","0",,,"FIBR"
"422028","294","-1","0","0","0","0","0","0","0","0",,,"IVLG"
"422029","295","-1","0","0","0","0","0","0","0","0",,,"22934"
"422030","296","-1","0","0","0","0","0","0","0","0",,,"MRSL"
"422031","297","-1","0","0","0","0","0","0","0","0",,,"PRPT"
"422032","298","-1","0","0","0","0","0","0","0","0",,,"LUXM"
"422033","299","-1","0","0","0","0","0","0","0","0",,,"DXTG"
"422034","300","-1","0","0","0","0","0","0","0","0",,,"FIGE"
"422035","301","-1","0","0","0","0","0","0","0","0",,,"SETI"
"422036","302","-1","0","0","0","0","0","0","0","0",,,"PLAS"
"422037","303","-1","0","0","0","0","0","0","0","0",,,"AEDU"
"422038","304","-1","0","0","0","0","0","0","0","0",,,"ENER"
"422039","305","-1","0","0","0","0","0","0","0","0",,,"ENMA"
"422040","306","-1","0","0","0","0","0","0","0","0",,,"SEAB"
"422041","307","-1","0","0","0","0","0","0","0","0",,,"BSEL"
"422042","308","-1","0","0","0","0","0","0","0","0",,,"FDCS"
"422043","309","-1","0","0","0","0","0","0","0","0",,,"EBXG"
"422044","310","-1","0","0","0","0","0","0","0","0",,,"AESL"
"422045","311","-1","0","0","0","0","0","0","0","0",,,"FLRY"
"422046","312","-1","0","0","0","0","0","0","0","0",,,"TXRX"
"422047","313","-1","0","0","0","0","0","0","0","0",,,"MLTN"
"422048","314","-1","0","0","0","0","0","0","0","0",,,"PRMN"
"422049","315","-1","0","0","0","0","0","0","0","0",,,"CMSA"
"422050","316","-1","0","0","0","0","0","0","0","0",,,"REDF"
"422051","317","-1","0","0","0","0","0","0","0","0",,,"BTSC"
"422052","318","-1","0","0","0","0","0","0","0","0",,,"SULA"
"422053","319","-1","0","0","0","0","0","0","0","0",,,"BRCS"
"422054","320","-1","0","0","0","0","0","0","0","0",,,"LLXL"
"422055","321","-1","0","0","0","0","0","0","0","0",,,"CTMI"
"422056","322","-1","0","0","0","0","0","0","0","0",,,"IMCH"
"422057","323","-1","0","0","0","0","0","0","0","0",,,"LBIC"
"422058","324","-1","0","0","0","0","0","0","0","0",,,"HBSA"
"422059","325","-1","0","0","0","0","0","0","0","0",,,"RDCD"
"422060","326","-1","0","0","0","0","0","0","0","0",,,"GETI"
"422061","327","-1","0","0","0","0","0","0","0","0",,,"22250"
"422062","328","-1","0","0","0","0","0","0","0","0",,,"BRML"
"422063","329","-1","0","0","0","0","0","0","0","0",,,"MAPT"
"422064","330","-1","0","0","0","0","0","0","0","0",,,"MTRP"
"422065","331","-1","0","0","0","0","0","0","0","0",,,"PRVI"
"422066","332","-1","0","0","0","0","0","0","0","0",,,"LATM"
"422067","333","-1","0","0","0","0","0","0","0","0",,,"1597"
"422068","334","-1","0","0","0","0","0","0","0","0",,,"CZRS"
"422069","335","-1","0","0","0","0","0","0","0","0",,,"21695"
"422070","336","-1","0","0","0","0","0","0","0","0",,,"NTES"
"422071","337","-1","0","0","0","0","0","0","0","0",,,"ILMD"
"422072","338","-1","0","0","0","0","0","0","0","0",,,"BIOM"
"422073","339","-1","0","0","0","0","0","0","0","0",,,"QVUM"
"422074","340","-1","0","0","0","0","0","0","0","0",,,"WTOR"
"422075","341","-1","0","0","0","0","0","0","0","0",,,"HBSC"
"422076","342","-1","0","0","0","0","0","0","0","0",,,"CORR"
"422077","343","-1","0","0","0","0","0","0","0","0",,,"WTVP"
"422078","344","-1","0","0","0","0","0","0","0","0",,,"LCAM"
"422079","345","-1","0","0","0","0","0","0","0","0",,,"MTLT"
"422080","346","-1","0","0","0","0","0","0","0","0",,,"QTLA"
"422081","347","-1","0","0","0","0","0","0","0","0",,,"SFSA"
"422082","348","-1","0","0","0","0","0","0","0","0",,,"BAUH"
"422083","349","-1","0","0","0","0","0","0","0","0",,,"DTEX"
"422084","350","-1","0","0","0","0","0","0","0","0",,,"CCPR"
"422085","351","-1","0","0","0","0","0","0","0","0",,,"QGEP"
"422086","352","-1","0","0","0","0","0","0","0","0",,,"CIEL"
"422087","353","-1","0","0","0","0","0","0","0","0",,,"CNCP"
"422088","354","-1","0","0","0","0","0","0","0","0",,,"EUCA"
"422089","355","-1","0","0","0","0","0","0","0","0",,,"TEMP"
"422090","356","-1","0","0","0","0","0","0","0","0",,,"CSAN"
"422091","357","-1","0","0","0","0","0","0","0","0",,,"6696"
"422092","358","-1","0","0","0","0","0","0","0","0",,,"CALA"
"422093","359","-1","0","0","0","0","0","0","0","0",,,"WTNS"
"422094","360","-1","0","0","0","0","0","0","0","0",,,"BALM"
"422095","361","-1","0","0","0","0","0","0","0","0",,,"STBR"
"422096","362","-1","0","0","0","0","0","0","0","0",,,"DOHL"
"422097","363","-1","0","0","0","0","0","0","0","0",,,"VIAN"
"422098","364","-1","0","0","0","0","0","0","0","0",,,"SAWP"
"422099","365","-1","0","0","0","0","0","0","0","0",,,"DAYC"
"422100","366","-1","0","0","0","0","0","0","0","0",,,"VDNS"
"422101","367","-1","0","0","0","0","0","0","0","0",,,"EZTC"
"422102","368","-1","0","0","0","0","0","0","0","0",,,"KROT"
"422103","369","-1","0","0","0","0","0","0","0","0",,,"IGCP"
"422104","370","-1","0","0","0","0","0","0","0","0",,,"ASTE"
"422105","371","-1","0","0","0","0","0","0","0","0",,,"LEVE"
"422106","372","-1","0","0","0","0","0","0","0","0",,,"CRBD"
"422107","373","-1","0","0","0","0","0","0","0","0",,,"CEPE"
"422108","374","-1","0","0","0","0","0","0","0","0",,,"WTPI"
"422109","375","-1","0","0","0","0","0","0","0","0",,,"FFTL"
"422110","376","-1","0","0","0","0","0","0","0","0",,,"KLBN"
"422111","377","-1","0","0","0","0","0","0","0","0",,,"AGEN"
"422112","378","-1","0","0","0","0","0","0","0","0",,,"BESA"
"422113","379","-1","0","0","0","0","0","0","0","0",,,"PEAB"
"422114","380","-1","0","0","0","0","0","0","0","0",,,"SJOS"
"422115","381","-1","0","0","0","0","0","0","0","0",,,"ENSE"
"422116","382","-1","0","0","0","0","0","0","0","0",,,"FRAS"
"422117","383","-1","0","0","0","0","0","0","0","0",,,"BMIN"
"422118","384","-1","0","0","0","0","0","0","0","0",,,"ITPB"
"422119","385","-1","0","0","0","0","0","0","0","0",,,"PFRM"
"422120","386","-1","0","0","0","0","0","0","0","0",,,"PTNT"
"422121","387","-1","0","0","0","0","0","0","0","0",,,"EABR"
"422122","388","-1","0","0","0","0","0","0","0","0",,,"PQTM"
"422123","389","-1","0","0","0","0","0","0","0","0",,,"CEDO"
"422124","390","-1","0","0","0","0","0","0","0","0",,,"TKNO"
"422125","391","-1","0","0","0","0","0","0","0","0",,,"SFRS"
"422126","392","-1","0","0","0","0","0","0","0","0",,,"BPAT"
"422127","393","-1","0","0","0","0","0","0","0","0",,,"AORE"
"422128","394","-1","0","0","0","0","0","0","0","0",,,"BZRS"
"422129","395","-1","0","0","0","0","0","0","0","0",,,"CATA"
"422130","396","-1","0","0","0","0","0","0","0","0",,,"CPNY"
"422131","397","-1","0","0","0","0","0","0","0","0",,,"GAZO"
"422132","398","-1","0","0","0","0","0","0","0","0",,,"OCTS"
"422133","399","-1","0","0","0","0","0","0","0","0",,,"RHDS"
"422134","400","-1","0","0","0","0","0","0","0","0",,,"QVQP"
"422135","401","-1","0","0","0","0","0","0","0","0",,,"EMAE"
"422136","402","-1","0","0","0","0","0","0","0","0",,,"SMTO"
"422137","403","-1","0","0","0","0","0","0","0","0",,,"DVIX"
"422138","404","-1","0","0","0","0","0","0","0","0",,,"UNCI"
"422139","405","-1","0","0","0","0","0","0","0","0",,,"CEEB"
"422140","406","-1","0","0","0","0","0","0","0","0",,,"GEPA"
"422141","407","-1","0","0","0","0","0","0","0","0",,,"ENRG"
"422142","408","-1","0","0","0","0","0","0","0","0",,,"FBMC"
"422143","409","-1","0","0","0","0","0","0","0","0",,,"AGRO"
"422144","410","-1","0","0","0","0","0","0","0","0",,,"APPS"
"422145","411","-1","0","0","0","0","0","0","0","0",,,"RPMG"
"422146","412","-1","0","0","0","0","0","0","0","0",,,"NMRT"
