Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|do ult balanco|no exercício|consolid:sim*,Ativo Tot|do ult balanco|em moeda orig|consolid:sim*,Patrim Liq|do ult balanco|em moeda orig|consolid:sim*,Receita|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Bruto|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Liq|do ult balanco|em moeda orig|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da classe|05Set12,LPA|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|do ult balanco|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|05Set12|1 anos|em moeda orig,Div Yld (fim)|05Set12|no Ano|em moeda orig,Div Yld (inic)|05Set12|1 anos|em moeda orig,PrinAcion|+Recente|1.Maior|Sem Voto,AcPossuid|+Recente|1.Maior|Sem Voto,PrinAcion|+Recente|2.Maior|Sem Voto,AcPossuid|+Recente|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,AcPossuid|+Recente|3.Maior|Sem Voto,PrinAcion|+Recente|4.Maior|Sem Voto,AcPossuid|+Recente|4.Maior|Sem Voto,PrinAcion|+Recente|5.Maior|Sem Voto,AcPossuid|+Recente|5.Maior|Sem Voto,PrinAcion|+Recente|6.Maior|Sem Voto,AcPossuid|+Recente|6.Maior|Sem Voto,PrinAcion|+Recente|7.Maior|Sem Voto,AcPossuid|+Recente|7.Maior|Sem Voto,PrinAcion|+Recente|8.Maior|Sem Voto,AcPossuid|+Recente|8.Maior|Sem Voto,PrinAcion|+Recente|9.Maior|Sem Voto,AcPossuid|+Recente|9.Maior|Sem Voto,PrinAcion|+Recente|10.Maior|Sem Voto,AcPossuid|+Recente|10.Maior|Sem Voto,PrinAcion|+Recente|1.Maior|Com Voto,AcPossuid|+Recente|1.Maior|Com Voto,PrinAcion|+Recente|2.Maior|Com Voto,AcPossuid|+Recente|2.Maior|Com Voto,PrinAcion|+Recente|3.Maior|Com Voto,AcPossuid|+Recente|3.Maior|Com Voto,PrinAcion|+Recente|4.Maior|Com Voto,AcPossuid|+Recente|4.Maior|Com Voto,PrinAcion|+Recente|5.Maior|Com Voto,AcPossuid|+Recente|5.Maior|Com Voto,PrinAcion|+Recente|6.Maior|Com Voto,AcPossuid|+Recente|6.Maior|Com Voto,PrinAcion|+Recente|7.Maior|Com Voto,AcPossuid|+Recente|7.Maior|Com Voto,PrinAcion|+Recente|8.Maior|Com Voto,AcPossuid|+Recente|8.Maior|Com Voto,PrinAcion|+Recente|9.Maior|Com Voto,AcPossuid|+Recente|9.Maior|Com Voto,PrinAcion|+Recente|10.Maior|Com Voto,AcPossuid|+Recente|10.Maior|Com Voto
Equatorial,ON,3220438000173,BR,ativo,2001,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,EQTL3,BREQTLACNOR0,6,3737732000,1374697000,1116530000,383726000,92316000,Real,109550284,1.5901669852,12.548548025,20.284989692,0.46,2.7,3.9,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pcp Latin America Power S/A,58671559,Squadra Investimentos - Gestao de Recursos Ltda,11474940,Credit Suisse Hedging-Griffo C. V. S/A,6980900,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Equatorial,PN,3220438000173,BR,cancelado,2001,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,EQTL4,-,6,3737732000,1374697000,1116530000,383726000,92316000,Real,0,1.5901669852,12.548548025,20.284989692,0,-,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pcp Latin America Power S/A,58671559,Squadra Investimentos - Gestao de Recursos Ltda,11474940,Credit Suisse Hedging-Griffo C. V. S/A,6980900,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Equatorial,UNT N2,3220438000173,BR,cancelado,2001,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,EQTL11,-,6,3737732000,1374697000,1116530000,383726000,92316000,Real,0,1.5901669852,12.548548025,20.284989692,0,-,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pcp Latin America Power S/A,58671559,Squadra Investimentos - Gestao de Recursos Ltda,11474940,Credit Suisse Hedging-Griffo C. V. S/A,6980900,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ericsson,ON,33067745000127,BR,cancelado,569,Indústria de equipamentos de comunicação,Eletroeletrônicos,Ação,Bovespa,ERIC3,-,3,3123071000,928750000,661482000,97688000,-74668000,Real,14041714000,0.0034117728714,0.022045780023,0.068791022954,0,-,-,Ericsson Participacoes Ltda.,20070536000,Ericsson Holding International B V,7603189000,-,16153000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ericsson Holding International B V,13310312000,Ericsson Participacoes Ltda.,521676000,Acoes em Tesouraria,9627000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ericsson,PN,33067745000127,BR,cancelado,569,Indústria de equipamentos de comunicação,Eletroeletrônicos,Ação,Bovespa,ERIC4,-,3,3123071000,928750000,661482000,97688000,-74668000,Real,28086530000,0.0034117728714,0.022045780023,0.068791022954,0,-,-,Ericsson Participacoes Ltda.,20070536000,Ericsson Holding International B V,7603189000,-,16153000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ericsson Holding International B V,13310312000,Ericsson Participacoes Ltda.,521676000,Acoes em Tesouraria,9627000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Escelsa,ON,28152650000171,BR,cancelado,1534,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,ESCE3,-,6,2146827000,692313000,860325000,136092000,35322000,Real,5876000,8.3677671886,117.82045609,270.73570456,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Edp Energias do Brasil S/A,5876012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Est Piaui,ON,-,BR,cancelado,119,Bancos,Finanças e Seguros,Ação,Bovespa,BPIA3,-,9,285677000,77395000,-,-,10786000,Real,13488000,1.081257414,5.7380634638,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Zuleika Domingues Jabour,961000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Estacio Part,ON,8807432000110,BR,ativo,2101,Escola de ensino superior,Outros,Ação,Bovespa,ESTC3,BRESTCACNOR5,6,1151001000,679129000,671974000,245895000,54981000,Real,82182059,1.0776141682,8.2637136166,15.280382573,0.20257,0.6,1.2,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,"Private Equity Partners C, Llc",15290209,Oppenheimer Funds Inc.,9632500,Findllay Park Partners Llp,4256250,Alliance Bernstein L.P.,4246400,Pollux Acoes FIA,4245300,Jgp Gestao Patrimonial,4149460,Administradores e Conselheiros,469946,Gpcp4 FIP,426804,Acoes em Tesouraria,252500,-,-
Estacio Part,PN,8807432000110,BR,cancelado,2101,Escola de ensino superior,Outros,Ação,Bovespa,ESTC4,-,6,1151001000,679129000,671974000,245895000,54981000,Real,0,1.0776141682,8.2637136166,15.280382573,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,"Private Equity Partners C, Llc",15290209,Oppenheimer Funds Inc.,9632500,Findllay Park Partners Llp,4256250,Alliance Bernstein L.P.,4246400,Pollux Acoes FIA,4245300,Jgp Gestao Patrimonial,4149460,Administradores e Conselheiros,469946,Gpcp4 FIP,426804,Acoes em Tesouraria,252500,-,-
Estacio Part,UNT N2,8807432000110,BR,cancelado,2101,Escola de ensino superior,Outros,Ação,Bovespa,ESTC11,-,6,1151001000,679129000,671974000,245895000,54981000,Real,0,1.0776141682,8.2637136166,15.280382573,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,"Private Equity Partners C, Llc",15290209,Oppenheimer Funds Inc.,9632500,Findllay Park Partners Llp,4256250,Alliance Bernstein L.P.,4246400,Pollux Acoes FIA,4245300,Jgp Gestao Patrimonial,4149460,Administradores e Conselheiros,469946,Gpcp4 FIP,426804,Acoes em Tesouraria,252500,-,-
Estrela,ON,61082004000150,BR,ativo,842,Outras outras indústrias,Outros,Ação,Bovespa,ESTR3,BRESTRACNOR3,6,150084000,-208147000,30948000,11630000,-19117000,Real,5389000,-2.9585575555,-12.874806705,6.8804973094,0,-,-,Carlos Antonio Tilkian,285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Carlos Antonio Tilkian,5104040,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Estrela,PN,61082004000150,BR,ativo,842,Outras outras indústrias,Outros,Ação,Bovespa,ESTR4,BRESTRACNPR0,6,150084000,-208147000,30948000,11630000,-19117000,Real,10778000,-2.9585575555,-12.874806705,6.8804973094,0,0.0,0.0,Carlos Antonio Tilkian,285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Carlos Antonio Tilkian,5104040,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eternit,ON,61092037000181,BR,ativo,576,Indústria de outros produtos de minerais não metálicos,Minerais não Met,Ação,Bovespa,ETER3,BRETERACNOR3,6,798563000,459225000,421269000,185956000,56920000,Real,89471000,1.299650166,5.1326686859,9.5480546769,0.83,5.5,9.8,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Geracao Futuro L Par FIA,13650000,Luiz Barsi Filho,12060000,Victor Adler,6000000,Acoes em Tesouraria,29366,-,-,-,-,-,-,-,-,-,-,-,-
Eternit,PN,61092037000181,BR,cancelado,576,Indústria de outros produtos de minerais não metálicos,Minerais não Met,Ação,Bovespa,ETER4,-,6,798563000,459225000,421269000,185956000,56920000,Real,0,1.299650166,5.1326686859,9.5480546769,0,-,-,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Geracao Futuro L Par FIA,13650000,Luiz Barsi Filho,12060000,Victor Adler,6000000,Acoes em Tesouraria,29366,-,-,-,-,-,-,-,-,-,-,-,-
Eucatex,ON,56643018000166,BR,ativo,577,Indústria de produtos de madeira compensada e afins,Outros,Ação,Bovespa,EUCA3,BREUCAACNOR1,6,1761400000,1027003000,449432000,149109000,29721000,Real,31258000,0.84220949957,11.146598506,9.9562174662,0.262324,-,-,Brascorp Participacoes Ltda,1370000,Grandfood Ind. e Comercio Ltda,492000,Acoes em Tesouraria,483034,Granfood Ind e Comercio Ltda,158082,Flavio Maluf,88343,Paulo Salim Maluf,79232,Otavio Maluf,41750,-,0,-,-,-,-,Pasama Participacoes S.A,10733676,Granfood Ind e Comercio Ltda,2300001,Flavio Maluf,2032372,Brascorp Participacoes Ltda,1900075,Otavio Maluf,1422130,Paulo Salim Maluf,302028,-,0,-,0,-,-,-,-
Eucatex,PN,56643018000166,BR,ativo,577,Indústria de produtos de madeira compensada e afins,Outros,Ação,Bovespa,EUCA4,BREUCAACNPR8,6,1761400000,1027003000,449432000,149109000,29721000,Real,60878000,0.84220949957,11.146598506,9.9562174662,0.288556,0.6,4.1,Brascorp Participacoes Ltda,1370000,Grandfood Ind. e Comercio Ltda,492000,Acoes em Tesouraria,483034,Granfood Ind e Comercio Ltda,158082,Flavio Maluf,88343,Paulo Salim Maluf,79232,Otavio Maluf,41750,-,0,-,-,-,-,Pasama Participacoes S.A,10733676,Granfood Ind e Comercio Ltda,2300001,Flavio Maluf,2032372,Brascorp Participacoes Ltda,1900075,Otavio Maluf,1422130,Paulo Salim Maluf,302028,-,0,-,0,-,-,-,-
Even,ON,43470988000165,BR,ativo,2052,Construção de edifícios residenciais,Construção,Ação,Bovespa,EVEN3,BREVENACNOR8,6,3632412000,1664485000,1023292000,266893000,94102000,Real,233293000,0.88264817574,7.1347404337,8.8886866872,0.2301984179,3.1,3.5,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FIP Genoa,24565513,Carlos Luis Terepins,13043114,Western Asset Management Company Dtvm Ltda.,11682613,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Excelsior,ON,95426862000197,BR,ativo,157,Outras indústrias de alimentos,Alimentos e Beb,Ação,Bovespa,BAUH3,BRBAUHACNOR6,6,40040000,5566000,43367000,12236000,1444000,Real,2847000,0.47337178394,1.0658751436,15.325028518,0,-,-,Marfrig Alimentos SA,868730,Banrisul FIA,859200,Notwen de Castro Sayao Cardozo,146715,Baumhardt Com. e Part. Ltda,150,-,-,-,-,-,-,-,-,-,-,-,-,Marfrig Alimentos SA,1534216,Baumhardt Com. e Part. Ltda,1310490,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-
Excelsior,PN,95426862000197,BR,ativo,157,Outras indústrias de alimentos,Alimentos e Beb,Ação,Bovespa,BAUH4,BRBAUHACNPR3,6,40040000,5566000,43367000,12236000,1444000,Real,2375000,0.47337178394,1.0658751436,15.325028518,0,0.0,0.0,Marfrig Alimentos SA,868730,Banrisul FIA,859200,Notwen de Castro Sayao Cardozo,146715,Baumhardt Com. e Part. Ltda,150,-,-,-,-,-,-,-,-,-,-,-,-,Marfrig Alimentos SA,1534216,Baumhardt Com. e Part. Ltda,1310490,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-
Exxon Mobil,Com,-,US,ativo,34088,Indústria de produtos de petróleo e carvão,Petróleo e Gas,"ADR,etc (emp estrang)",Bovespa,EXXO11B,BREXXOBDR006,-,-,-,-,-,-,Dollar US,-,-,-,-,0.6328157875,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eztec,ON,8312229000173,BR,ativo,2077,Construção de edifícios residenciais,Construção,Ação,Bovespa,EZTC3,BREZTCACNOR0,6,2043706000,1556540000,386192000,200461000,158205000,Real,146724120,2.2498482186,10.608617042,5.2394793712,0.532494235,2.2,3.5,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,Ez Participacoes Ltda,46308221,Smm Participacoes Ltda,9495566,Gar Participacoes Ltda,8208834,Hpc Participacoes Ltda,7779951,Mapeca Participacoes Ltda,6473310,Lmr Participacoes Ltda,6473310,Sza Participacoes Ltda,6473310,Vjr Participacoes Ltda,2862619,Mft Participacoes Ltda,1635782,-,-
F Cataguazes,ON,19527639000158,BR,cancelado,327,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,FLCL3,-,6,469114000,76463000,209244000,55973000,13846000,Real,370676,0.00012076398396,169.6493548,0.0018796626783,0,-,-,Energisa S/A,80036,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Energisa S/A,370676,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
F Cataguazes,PNA,19527639000158,BR,cancelado,327,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,FLCL5,-,6,469114000,76463000,209244000,55973000,13846000,Real,79783,0.00012076398396,169.6493548,0.0018796626783,0,-,-,Energisa S/A,80036,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Energisa S/A,370676,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
F Cataguazes,PNB,19527639000158,BR,cancelado,327,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,FLCL6,-,6,469114000,76463000,209244000,55973000,13846000,Real,253,0.00012076398396,169.6493548,0.0018796626783,0,-,-,Energisa S/A,80036,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Energisa S/A,370676,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
F Guimaraes,ON,33470022000174,BR,cancelado,413,Tecelagens,Textil,Ação,Bovespa,FGUI3,-,9,20179000,-278126000,15899000,-1052000,-33523000,Real,33098915000,-0.0010116667116,-0.0070193542682,0.00058845006981,0,-,-,Benjamin Vito Nunes Guimaraes,764972000,Bergo Empreendimentos Ltda,456618000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Guimtex Participacoes S.A.,29761819000,Bergo Empreendimentos Ltda,1116382000,Benjamin Vito Nunes Guimaraes,87268000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
F Guimaraes,PN,33470022000174,BR,cancelado,413,Tecelagens,Textil,Ação,Bovespa,FGUI4,-,9,20179000,-278126000,15899000,-1052000,-33523000,Real,6523818000,-0.0010116667116,-0.0070193542682,0.00058845006981,0,-,-,Benjamin Vito Nunes Guimaraes,764972000,Bergo Empreendimentos Ltda,456618000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Guimtex Participacoes S.A.,29761819000,Bergo Empreendimentos Ltda,1116382000,Benjamin Vito Nunes Guimaraes,87268000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fab C Renaux,ON,82981671000145,BR,ativo,582,Tecelagens,Textil,Ação,Bovespa,FTRX3,BRFTRXACNOR0,6,143574000,-142483000,9043000,-3009000,-16701000,Real,11913000,-1.3947368421,-5.9801477378,1.0652648367,0,0.0,0.0,Walter Bueckmann,1570672,Rolf Dieter Buckmann,963627,Carlos Renaux Junior,947469,Iris Renaux Piragibe,271260,Maria Luiza Renaux,150682,Astrid Renaux,145974,-,-,-,-,-,-,-,-,Carlos Renaux Junior,1832822,Iris Renaux Piragibe,1755400,Rolf Dieter Buckmann,1688346,Walter Bueckmann,1487020,Astrid Renaux,828617,Maria Luiza Renaux,779466,-,-,-,-,-,-,-,-
Fab C Renaux,PN,82981671000145,BR,ativo,582,Tecelagens,Textil,Ação,Bovespa,FTRX4,BRFTRXACNPR7,6,143574000,-142483000,9043000,-3009000,-16701000,Real,11913000,-1.3947368421,-5.9801477378,1.0652648367,0,0.0,0.0,Walter Bueckmann,1570672,Rolf Dieter Buckmann,963627,Carlos Renaux Junior,947469,Iris Renaux Piragibe,271260,Maria Luiza Renaux,150682,Astrid Renaux,145974,-,-,-,-,-,-,-,-,Carlos Renaux Junior,1832822,Iris Renaux Piragibe,1755400,Rolf Dieter Buckmann,1688346,Walter Bueckmann,1487020,Astrid Renaux,828617,Maria Luiza Renaux,779466,-,-,-,-,-,-,-,-
Fedex,Com,-,US,ativo,1048911,Serviço de entrega,Outros,"ADR,etc (emp estrang)",Bovespa,FDXB11B,BRFDXBBDR002,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fer Demellot,ON,61196564000136,BR,cancelado,592,Indústria de produtos de metal,Siderur & Metalur,Ação,Bovespa,FLBR3,-,3,11600000,-45639000,2439000,997000,-1070000,Real,18000,-125.3095238,-1086.6428571,220.76190476,0,-,-,Jose Carlos de Melo,13000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jose Carlos de Melo,16000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fer Demellot,PN,61196564000136,BR,cancelado,592,Indústria de produtos de metal,Siderur & Metalur,Ação,Bovespa,FLBR4,-,3,11600000,-45639000,2439000,997000,-1070000,Real,24000,-125.3095238,-1086.6428571,220.76190476,0,-,-,Jose Carlos de Melo,13000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jose Carlos de Melo,16000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fer Heringer,ON,22266175000188,BR,ativo,2062,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,FHER3,BRFHERACNOR5,6,3141810000,426682000,1913072000,171071000,-46930000,Real,48471407,0.1486043167,8.8027566437,103.32796693,0,0.0,0.0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Dalton Dias Heringer,24984904,Dalton Carlos Heringer,3946557,Juliana Heringer Resende,3913119,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ferbasa,ON,15141799000103,BR,ativo,306,Fundição,Siderur & Metalur,Ação,Bovespa,FESA3,BRFESAACNOR8,6,1299358000,1133975000,372737000,81401000,41557000,Real,29400000,0.79664703217,12.845208427,7.309877662,0.244201419,-,-,Fundacao Jose Carvalho,15706600,Victoire Brasil Investimentos,8707500,Fundo Fator Sinergia III e IV,4956700,Norges Bank - HSBC Ctvm S.A.,4230700,-,0,-,-,-,-,-,-,-,-,-,-,Fundacao Jose Carvalho,29078696,Acoes em Tesouraria,40000,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-
Ferbasa,PN,15141799000103,BR,ativo,306,Fundição,Siderur & Metalur,Ação,Bovespa,FESA4,BRFESAACNPR5,6,1299358000,1133975000,372737000,81401000,41557000,Real,58880000,0.79664703217,12.845208427,7.309877662,0.268621561,0.1,2.9,Fundacao Jose Carvalho,15706600,Victoire Brasil Investimentos,8707500,Fundo Fator Sinergia III e IV,4956700,Norges Bank - HSBC Ctvm S.A.,4230700,-,0,-,-,-,-,-,-,-,-,-,-,Fundacao Jose Carvalho,29078696,Acoes em Tesouraria,40000,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-
Ferro Ligas,PN,57487142000142,BR,cancelado,380,Fundição,Siderur & Metalur,Ação,Bovespa,CPFL4,-,9,277486000,165027000,159734000,52865000,36280000,Real,6703000,4.6984679666,16.417329885,20.116295265,0,-,-,Sibra Eletrosiderurgica Bras S/A,6071000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sibra Eletrosiderurgica Bras S/A,3345000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ferti Serrana,PN,-,BR,cancelado,674,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,FTSE4,-,6,1404502000,224515000,519544000,92655000,18422000,Real,11136672978,0.0059698728639,0.012130811661,0.075422661006,0,-,-,Serrana Participacoes S/A,9451882000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serrana Participacoes S/A,7262731000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fertibras,ON,61442109000173,BR,cancelado,594,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,FBRA3,-,9,481007000,213406000,207187000,10215000,-10789000,Real,4067000,-0.87860469725,21.148151818,36.576156972,0,-,-,Wd Participacoes S/C Ltda,522000,Wladimir Antonio Puggina,265000,-,109000,Wilson Alves de Araujo,20000,-,0,-,-,-,-,-,-,-,-,-,-,Wd Participacoes S/C Ltda,2875000,Wladimir Antonio Puggina,945000,Helma Adm. e Part. S/A,244000,-,0,-,0,-,-,-,-,-,-,-,-,-,-
Fertibras,PN,61442109000173,BR,cancelado,594,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,FBRA4,-,9,481007000,213406000,207187000,10215000,-10789000,Real,6024000,-0.87860469725,21.148151818,36.576156972,0,-,-,Wd Participacoes S/C Ltda,522000,Wladimir Antonio Puggina,265000,-,109000,Wilson Alves de Araujo,20000,-,0,-,-,-,-,-,-,-,-,-,-,Wd Participacoes S/C Ltda,2875000,Wladimir Antonio Puggina,945000,Helma Adm. e Part. S/A,244000,-,0,-,0,-,-,-,-,-,-,-,-,-,-
Fertisul,PN,-,BR,cancelado,596,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,FTSU4,-,6,583494000,168147000,199373000,31543000,4452000,Real,16311066000,0.0013670815665,0.0068233033989,0.02251424323,0,-,-,Serrana Participacoes S/A,12344298000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serrana Participacoes S/A,8207354000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fertiza,PN,-,BR,cancelado,1259,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,FTZA4,-,9,187960000,20437000,157548000,17062000,-9244000,Real,2365096000,-0.0025898320831,0.0057325244538,0.063843161587,0,-,-,Fertinal Adm Emp Part Ltda,1638952600000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fertinal Adm Emp Part Ltda,1199133800000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fibam,ON,61410395000195,BR,ativo,601,"Indústria de parafusos, arruelas, porcas e produtos torneados",Siderur & Metalur,Ação,Bovespa,FBMC3,BRFBMCACNOR3,6,76838000,23897000,53445000,7117000,-5634000,Real,265000,-10.136363636,32.915977961,154.1322314,2.54327,-,-,Renata Ricci Paperini,54485,Ricardo Athos Paperini,29339,Paolo Paperini,28362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Renata Ricci Paperini,114999,Ricardo Athos Paperini,71965,Paolo Paperini,71918,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fibam,PN,61410395000195,BR,ativo,601,"Indústria de parafusos, arruelas, porcas e produtos torneados",Siderur & Metalur,Ação,Bovespa,FBMC4,BRFBMCACNPR0,6,76838000,23897000,53445000,7117000,-5634000,Real,461000,-10.136363636,32.915977961,154.1322314,2.79757,0.5,4.6,Renata Ricci Paperini,54485,Ricardo Athos Paperini,29339,Paolo Paperini,28362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Renata Ricci Paperini,114999,Ricardo Athos Paperini,71965,Paolo Paperini,71918,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fibria,ON,60643228000121,BR,ativo,1279,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,FIBR3,BRFIBRACNOR9,6,29641333000,15323493000,2764774000,286541000,-536969000,Real,553591824,-4.1666703314,27.680128816,11.626660616,0,0.0,0.0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Bndespar - BNDES Participacoes SA,168524358,Votorantim Investimentos Industriais S.A,162974335,Gavea Investimentos Ltda.,27748500,Acoes em Tesouraria,342822,-,-,-,-,-,-,-,-,-,-,-,-
Fibria,ON,60643228000121,BR,ativo,1279,"Indústria de papel , celulose e papelão",Papel e Celulose,"ADR,etc (emp estrang)",NYSE,FBR,US31573A1097,6,29641333000,15323493000,2764774000,286541000,-536969000,Real,553591824,-,-,-,0,0.0,0.0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Bndespar - BNDES Participacoes SA,168524358,Votorantim Investimentos Industriais S.A,162974335,Gavea Investimentos Ltda.,27748500,Acoes em Tesouraria,342822,-,-,-,-,-,-,-,-,-,-,-,-
Fibria,PN,60643228000121,BR,cancelado,1279,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,VCPA4,-,6,29641333000,15323493000,2764774000,286541000,-536969000,Real,0,-4.1666703314,27.680128816,11.626660616,0,-,-,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Bndespar - BNDES Participacoes SA,168524358,Votorantim Investimentos Industriais S.A,162974335,Gavea Investimentos Ltda.,27748500,Acoes em Tesouraria,342822,-,-,-,-,-,-,-,-,-,-,-,-
Fibria,PN,60643228000121,BR,cancelado,1279,"Indústria de papel , celulose e papelão",Papel e Celulose,"ADR,etc (emp estrang)",NYSE,VCP-old,-,6,29641333000,15323493000,2764774000,286541000,-536969000,Real,0,-,-,-,0,-,-,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Bndespar - BNDES Participacoes SA,168524358,Votorantim Investimentos Industriais S.A,162974335,Gavea Investimentos Ltda.,27748500,Acoes em Tesouraria,342822,-,-,-,-,-,-,-,-,-,-,-,-
